nama_barang,merk,stok_barang,harga_lama,harga_baru,discount_percent,description,rating_penjualan,total_terjual,total_pemasukan,tanggal_pembelian
Jerry Power JR301   3.1 Channel Home Theatre With BT and AC/DC    BlackRed,Jerry Power,53,Rp110.000,Rp655,0.4,"

",0 out of 5,0,Rp0,28 Agustus 2018
"Vitron 39""   Full HD Digital LED TV   Black",Vitron,47,,Rp16.999,,,3.3 out of 5,3,Rp0,6 Oktober 2019
Vitron V027 2.1 Channel Multimedia Speaker System 2000w,Vitron,39,Rp80.000,Rp34,0.58,,0 out of 5,0,Rp0,15 Februari 2018
Ampex 805 Home Theatre System Multimedia  Subwoofer Speaker With Bluetooth   10000W PMPO,Ampex,14,Rp150.000,Rp55,0.63,,0 out of 5,0,Rp0,30 Oktober 2018
"Vitron 24""  LED Digital TV HTC   BLACK",Vitron,60,Rp119.990,Rp7.999,0.33,,4 out of 5,1,Rp119.990,30 Juni 2019
M Luck SOLAR RADIO WITH BLUETOOTHTORCH SOLAR PANEL BULBS STB29,M Luck,45,Rp30.000,Rp2.499,0.17,"Sunlar Solar is a leading solution provider in the field of
renewable energy throughout Kenya. Our experience spans over many years and our
systems power simple lighting units in remote. Sunlar Solar has
been involved in spearheading research in the development of low cost
Photovoltaic lighting systems and Clean energy products. Order ",4.4 out of 5,7,Rp210.000,10 April 2018
Generic Octopus Mini Flexible Tripod Mobile Phone Stand,Generic,61,Rp4.990.000,Rp299,0.4,Features:,0 out of 5,0,Rp0,12 April 2018
"Samsung UA32N5300AK   32""   HD Smart LED TV   Black",Samsung,78,Rp345.000,Rp249,0.28,,4.4 out of 5,13,Rp4.485.000,4 Februari 2019
Premax  UPS 2250 VA Battery Backup Solution   Black,Premax,45,Rp190.000,Rp15,0.21,,0 out of 5,0,Rp0,13 Mei 2018
Generic TV Aerial + Free 32 GB Flash Disk,Generic,23,Rp15.000,Rp1.149,0.23,Digital receiver antenna This antenna is UHF AND VHF signal receive that help your decoder or your digital TV just connect the antenna to the pole and position it facing the mask signal distributor then connect to the decoder or digital and once the signal if scanned you are ready to receive digital signal clearly  .Oder for this digital Aerial plus a Free 32 GB HP Flash disk from Glamour Home Gadgets and have Jumia Kenya deliver it right at your doorstep.,3.3 out of 5,36,Rp540.000,9 Juni 2018
P47 Wireless Foldable Bluetooth Headphones Stereo with TF card MicBlue + Free 4GB Memory Card,P47,90,Rp18.000,Rp15,0.17,"

",4 out of 5,1,Rp18.000,2 Maret 2018
Sony DSC H300 Cyber Shot Compact Camera,Sony,21,Rp319.950,Rp24.495,0.23," 



 



 Every picture a revelation",5 out of 5,1,Rp319.950,21 Agustus 2019
Rk Trust Heavy Duty 4 Way Socket Extension Cable + FREE TV Guard White,Rk Trust,89,Rp19.000,Rp1.249,0.34,Buy  this 4 way socket extension with a FREE TV Guard Voltage Protector  and protect your LED/LCD TV and home entertainment system against all power fluctuations. It provides protection against high voltage disconnect 265V as well as against low voltage. It provides spike/surge protection and power back surge protection. It has microprocessor control. It provides lightning protection as well. Moreover this voltage protector protects LED/LCD TV up to 65 inch and your home entertainment system. Order for this heavy duty 4 Way power extension cable + a free TV Guard Voltage Protector on Jumia online and enjoy fast delivery service to your doorstep.,3.5 out of 5,4,Rp76.000,3 November 2018
Zealot H1 Sweat Proof Sport Wireless Bluetooth Headphone   Black,Zealot,89,Rp35.000,Rp319,0.09,Color: Black,0 out of 5,0,Rp0,18 Januari 2018
Generic BTE5 Car MP3 Player BT FM Transmitter Car FM Modulator Dual,Generic,72,Rp9.050.000,Rp633,0.3,Smartphones could be connected to the device through BT.,0 out of 5,0,Rp0,17 Agustus 2019
Generic 3110 Pro Camera Tripod Lightweight Flexible Portable,Generic,11,Rp24.470,Rp1.882,0.23,Lightweight steady and portable.,0 out of 5,0,Rp0,23 Juni 2018
Generic Digital TV Aerial   Multicolor,Generic,56,Rp15.000,Rp645,0.57,Digital receiver antenna This antenna is UHF AND VHF signal receive that help your decoder or your digital TV ,5 out of 5,1,Rp15.000,13 Juli 2019
TCL 32 Inch HD Digital Flat TVHDMI    Black.,TCL,41,Rp199.990,Rp14.599,0.27,,4.7 out of 5,3,Rp599.970,16 Mei 2018
Jsb 6 way power extension cable   white  with 3Metre Cable,Jsb,45,,Rp999,,The 6 way power extension cable has a,4.3 out of 5,10,Rp0,31 Januari 2019
Generic Electric Computer Blower   Red,Generic,99,Rp25.000,Rp1.985,0.21,Portable electric blower features a 220 volt higher power motor. ,4 out of 5,1,Rp25.000,22 Desember 2019
Joc Fm Radio Rechargable Digital Selects Music Player/Fm Radio   Blue,Joc Fm Radio,99,Rp30.000,Rp799,0.73,Are you looking for a portable digital World radio receiver which is  priced competitively? Then look no further than digital selects music player/fm radio. This fm radio engineered with the cutting edge IC design boasts of clear signal reception and advanced function. The time and frequency station switch displays  the station very clearly which is further enhanced with a digitalized display. The sensitive electronic switch makes it easy for you to change bands and frequencies. It is rechargable also supports third party earphones. ,3.6 out of 5,5,Rp150.000,24 September 2018
FOL FL 2108 2.1CH Speaker System 20W   Black,FOL,31,Rp32.000,Rp2.595,0.19,"

",0 out of 5,0,Rp0,27 Februari 2019
Generic Smart Usb Record and Play DVD Playe with Free 4 Way Astrar Cable   Black,Generic,41,Rp49.990,Rp2.895,0.42,"Upgrade your movie experience with  DVD Player! Bring home a DVD player 
that offers more viewing options and functions enjoy the latest movies 
to your old classics in VCR Plus free 4 way socket extension cable . 
With the ",4.6 out of 5,10,Rp499.900,3 November 2019
Generic USB 3.1 Type C To HDMI VGA DVI USB 3.0 Adapter Cable 4 In 1,Generic,18,Rp40.000,Rp2.999,0.25,            Features:              1.  4 in 1  . This Multiport Adapter convert your  type C port to 1x HDMI output 1x VGA output 1x DVI output and 1x USB3.0  output. Replaces need for multiple adaptors.                       ​2.Convert laptop signal via USB C port to HDMI VGA or DVI port of projector monitor TV and other display equipment. The HDMI/VGA/DVI ports cannot be used simultaneously.                       ​3.High Resolution Supported: HDMI support 4Kx2K 30Hz(3840x2160) down compatible 1080P 720P. VGA resolution up to ,4.3 out of 5,6,Rp240.000,26 April 2019
Pace Power Box sport Bluetooth Speaker + Power Bank Rechargeable,Pace,83,Rp58.000,Rp4.495,0.22, Video add:   http://t.cn/AiTFcqSU,3.3 out of 5,3,Rp174.000,13 Juni 2019
Generic 6.5MW Digital LCD FM/AM 2 Band Stereo Radio Mini Pocket Receiver + Earphone Kit # Silver,Generic,38,Rp20.400,Rp102,0.5,Specifications:,0 out of 5,0,Rp0,23 Agustus 2019
Vitron V4 Digital DVD Player + 2 FREE Heavy Duty Power Cables,Vitron,99,Rp45.190,Rp2.699,0.4,,4.1 out of 5,10,Rp451.900,26 Mei 2019
Generic 1.5 Meter Audio Extension Cable 3.5mm Jack Male to Female,Generic,74,Rp9.990.000,Rp600,0.4,* Gold plated connectors provide lossless sound quality and resistance against oxidation.,3.6 out of 5,5,Rp49.950.000,1 Januari 2018
Generic 1 Meter Audio Extension Cable 3.5mm Jack Male to Male AUX Cable 3.5 mm Audio Extender Cord for Computer Mobile Phones Amplifier Red,Generic,55,Rp2.300.000,Rp115,0.5,* Gold plated connectors provide lossless sound quality and resistance against oxidation.,0 out of 5,0,Rp0,28 September 2018
LG 330W HOMETHEATRE SYSTEM5.1CHBASS  BLAST LHD457,LG,39,Rp400.000,Rp32,0.2,LG LHD457 5.1 Ch Home Theaters DVD Player,0 out of 5,0,Rp0,24 Juli 2019
Generic 3.5mm Wired Gaming Headphones Over Ear Game Headset Stereo Bass Earphone with Microphone Volume Control for PC Laptop PS4 Smart Phone,Generic,97,Rp21.270,Rp1.611,0.24,With 3.5mm interface it is suitable for smart phone Tablet PC laptop for PS4 for New XBOX ONE and other 3.5mm audio devices.,0 out of 5,0,Rp0,28 Juni 2018
"Skilltech Wall Mount Bracket. 23"" to 55"" Skill Tech Sh 44T Tilt    Black",Skilltech,10,,Rp1.999,,,5 out of 5,1,Rp0,26 Mei 2019
Generic Car Bluetooth Adapter Receiver Speaker  USB Dongle,Generic,12,Rp6.000.000,Rp335,0.44,It turns ordinary speakers into wireless Bluetooth stereo audio music speakers. They are an easy and cheap way to own Bluetooth speakers. turn your car stereo into Bluetooth speakers as well. Play music from your mobile phone direct to your speakers. A sure way to own Bluetooth speakers and car stereo system without breaking an arm.,3.1 out of 5,14,Rp84.000.000,23 Maret 2019
Jbl Live 500BT Blue,Jbl,46,,Rp14.995,,In your world superior sound is essential so slip on a pair of  LIVE400BT wireless on ear headphones. Equipped with massive 40mm drivers  LIVE400BT headphones deliver Signature Sound punctuated with enhanced bass so every track on every playlist pops. Need some help getting through the day? Easily access the Google Assistant or Alexa with a tap on the ear cup and play your favorite playlist text your friend or check the weather and much more without glancing at your phone. But that’s not all. The  LIVE400BT headphones can also keep you in touch with your surroundings thanks to the Ambient Aware function and Talk Thru technology that lets you have a conversation without removing the headphones. Lightweight and comfortable thanks to the pillow soft padded headband you’ll enjoy 24 hours of music streaming with 2 hours of recharging time multipoint connection capabilities and a convenient detachable cable with remote/mic that lets you rock on even when the battery goes off. Rock out while staying tuned in with the LIVE 400BT headphones.,0 out of 5,0,Rp0,14 Desember 2018
Jsb 6 Way PORT Socket Power Extension Cable 10m long   White,Jsb,58,Rp18.000,Rp145,0.19,This 6 Way Socket Extension Cable is the ideal plug for all your electronics devices‎‎. Comes with a 6 Ft cablemaking it long enough for homeoffice or school.‎‎‎Made of heat resistant hard ABS plastic making withstand overheating.Order this 6 Way Socket Extension Cable today from Jumiaat a great affordable price and have it delivered right at your doorstep.,0 out of 5,0,Rp0,30 Juli 2018
Sinotec STL 43E2AS   43” FHD Smart  LED TV   Black,Sinotec,46,Rp350.000,Rp24.999,0.29,,5 out of 5,1,Rp350.000,1 Oktober 2018
Generic Q15 Car Bluetooth Fm Modulator Charger,Generic,79,Rp15.000,Rp125,0.17,,0 out of 5,0,Rp0,1 September 2019
Awei  Wireless Bluetooth   Portable Speaker Waterproof,Awei,92,Rp85.000,Rp6.999,0.18,"IPX4 waterproof. This speaker is waterproof so you dont worry about it getting wet during adventure or any activities
With 360 degree surround sound technology Y280 enjoys an impressive power sound
High capacity battery for up to 12 hours of continuous playing time on a full charge.
FM Radio feature. Innovative feature that allows you to listen to local FM radio stations anywhere anytime.
Powerbank Feature. With its 4000mah battery you can full charge your phone or any device.
Y820 has an audio cable with a 3.5mm jack that can be connected to a computer for use as a speaker.
It has a TF card reader so you can also play music with your memory card.
Support TF card APE FLAC MP3 WAV WMV music format support USB sound card can connect two devices at the same time
Portable with its strap you can take in any adventure or any sports activities.
With Aux port that allows you to connect other device. 
Bluetooth Transmission Range: 10m (barrier free space)
Bluetooth AUX Cable Micro SD Card FM Radio",0 out of 5,0,Rp0,18 Desember 2019
Wster Portable Wireless Speaker Bluetooth MP3 Player & Radio  WS 1822,Wster,13,Rp26.000,Rp23,0.12,"

 

",4.5 out of 5,4,Rp104.000,17 April 2019
Generic 3.5mm Audio Splitter Cable AUX Stereo 1 Male to 2 Female Headphone Extension Cable Adapter for Smart Phone Tablet PC Laptop other 3.5mm Audio Devices Silver,Generic,47,Rp2.740.000,Rp137,0.5,Audio splitter cable converts a single 3.5mm audio jack to two 3.5mm jacks one male to two female.,0 out of 5,0,Rp0,4 Maret 2018
Vision Adroid tv remote control,Vision,59,Rp24.990,Rp1.999,0.2,Replacement remote control for vision ADROID smart Tv.It operates all functions and commands simple to use. Control innovative technology that does not require setting.,5 out of 5,3,Rp74.970,29 Januari 2018
Amaya Wireless Bluetooth Eaphones,Amaya,13,Rp10.000,Rp500,0.5,A perfect companion for smartphones the ultralight Bluetooth headset features dual microphones that reduce noise and wind for clear crisp call quality.,4 out of 5,4,Rp40.000,1 April 2018
Jbl Cinema SB 160,Jbl,20,,Rp29.995,,The Cinema SB160 features 220W system power Dolby Digital Optical and HDMI ARC four powerful full range drivers and comes with a wireless subwoofer. Enjoy impressive balanced sound with extra deep bass for movies and music entertainment.Plus it’s Bluetooth enabled so you can play your favorite music wirelessly from any,0 out of 5,0,Rp0,24 November 2019
Homestar HS 1061 Multimedia Speaker System 3.1CH   Black,Homestar,61,Rp69.890,Rp5.599,0.2,The sub woofer gives you the best quality sound in a neat compact unit. It can be easily arranged to match your living room design and give it a classy look at the same time This sound system is designed for the extreme entertainment lovers to enjoy their amazing music and movies with sound clarity never heard before. Place your order for this amazing sound system from Jumia Kenya and have it delivered to your doorstep at an amazing price.,0 out of 5,0,Rp0,31 Maret 2018
Generic Lavalier Lapel Portable Clip on Microphone Mic 3.5mm Audio Plug Length 1.5m Omni directional Noise canceling Mic for Smartphone Camera Computer Laptop for Video Recording Interview Webcast,Generic,39,Rp9.840.000,Rp757,0.23,3.5mm audio plug compatible with various of smartphones cameras laptop computers and so on.,4 out of 5,1,Rp9.840.000,6 Mei 2018
Royal Sound 2.1CH Subwoofer Mp3  System  10000W Fmusbbt,Royal Sound,11,Rp70.000,Rp39,0.44,,0 out of 5,0,Rp0,4 September 2019
Sony DAV DZ650   5.1 Ch. DVD Home Theatre System   Black,Sony,100,Rp499.990,Rp3.539,0.29,Exceptionally elegant and stylish this ,4.6 out of 5,45,Rp22.499.550,26 Maret 2018
"Sony 32W600D   32"" Smart HD LED TV   Black..",Sony,29,Rp350.000,Rp234,0.33,,3.9 out of 5,11,Rp3.850.000,8 Juni 2019
"Skilltech 20T for 15"" to 43""  Tilting Wall Mount Bracket.",Skilltech,70,Rp55.000,Rp979,0.82,Mount your stylish flat screen on the wall and accentuate your space,0 out of 5,0,Rp0,19 Agustus 2018
M Luck SOLAR RADIO WITH BLUETOOTHTORCH SOLAR PANEL,M Luck,69,,Rp3.999,,Order ,4 out of 5,2,Rp0,23 Desember 2019
"Samsung UA49N5300   49""   Flat Smart LED TV   Full HD   New 2018 Model",Samsung,70,Rp550.000,Rp4.949,0.1,,4.3 out of 5,3,Rp1.650.000,18 November 2019
TCL 43P8M   43” 4K ULTRA HD ANDROID TV Netflix YouTube,TCL,88,Rp650.000,Rp38.498,0.41,Buy this awesome TV and enjoy a greater level of home entertainment realism than ever before. Thanks to a resolution twice as high Ultra HDR 4K TVs the TCL Ultra HDR 4K TV delivers a breathtaking viewing experience that takes you beyond the screen into a world of total immersion. ,4.7 out of 5,3,Rp1.950.000,11 Mei 2019
Generic 3 Way Audio Video AV RCA Switch Switcher Splitter,Generic,32,Rp15.000,Rp749,0.5,3 Way Audio Video AV RCA Switch Switcher Splitter Black.,3.7 out of 5,14,Rp210.000,30 Januari 2018
Generic Digital Multimeter LCD AC/DC Ammeter Resistance Capacitance,Generic,17,Rp25.000,Rp1.077,0.57,,4 out of 5,2,Rp50.000,15 Oktober 2018
Promate THUMP On ear Wired Stereo Headset Blue,Promate,52,Rp59.500,Rp1.799,0.7,Thump is equipped with high end open circum aural headphones for outstanding bass and vocal projection. This headset’s light weight design is built tough to ensure that it never loses its shape. The soft foldable headband and sweat resistant ear cups ensures premium comfort without the bulkiness. Passive noise cancellation ensures that you enjoy your favorite track minus the disturbance.,0 out of 5,0,Rp0,12 Maret 2018
Leadder 5.1CH Wireless Bluetooth Home Theatre  SP 575 Black,Leadder,93,Rp200.000,Rp143,0.29,,3 out of 5,1,Rp200.000,14 Maret 2019
Generic Aerial Antenna with Free Heavy Duty Power Extension,Generic,93,Rp10.000,Rp879,0.12,Digital receiver antenna This antenna is UHF AND VHF signal receive that help your decoder or your digital TV just connect the antenna to the pole and position it facing the mask signal distributor then connect to the decoder or digital and once the signal if scanned you are ready to receive digital signal clearly  .Oder for this digital area and have Jumia Kenya deliver it right at your doorstep.,4.5 out of 5,2,Rp20.000,3 Januari 2018
Generic Computer Cable 1080P USB 2.0 HDMI Male To Female Adapter Extender Power Supply Connector Cable for HDTV Male Cable(Black),Generic,87,Rp18.560,Rp1.485,0.2,Description:,0 out of 5,0,Rp0,5 Januari 2019
Samsung tv remote   TV Replacement Remote control   Black...,Samsung,42,,Rp476,,Simple to use nontoxic feel comfortable.,3.7 out of 5,31,Rp0,30 Oktober 2019
Handboss Universal Foam Cleaning Agent   Green,Handboss,30,Rp10.010,Rp399,0.6,The Handboss Universal Foam Cleaning Agent contains a natural surface active agent with fast penetration and cleaning property for powerful dirt removing performance. This non toxic anti microbial and deodorizing agent can be used on surfaces of machines metals plastic various office equipment including computers photocopy machines printers interior and exterior surface of car and industry machines furniture floor and ceramic products.,5 out of 5,2,Rp20.020,15 November 2018
Ampex A 8103 3.1Ch Woofer   40000W PMPO   Bluetooth,Ampex,16,Rp68.500,Rp5.969,0.13,,3.6 out of 5,14,Rp959.000,28 Oktober 2018
Plextone Wireless Bluetooth Headphone 800mAh 8G RAM MP3,Plextone,94,Rp105.000,Rp65,0.38,"Product Features: 
 
 
 1.
 the color burst table asymmetrical round ear shell design unique 
unilateral twist hanging arm structure a strong sense of design 
outbreak 
 
 
 2.support for single loop / order play 
 
 
 3.high fidelity sound quality plenty of resolution full bass 
 
 
 4.support for playback mode: Bluetooth mode (wireless connection mobile music) Bluetooth plus cable free to switch 
 
 
 5.built in 800mAh cobalt lithium ion battery 40% volume environment continuous playback time reached a record 30 hours a day. 
 
  
 
 
 ",0 out of 5,0,Rp0,11 Desember 2019
Generic BC30 Bluetooth Car Kit MP3 Audio Player FM Transmitter Hands free w/ Mic USB Car Charger Support U Disk Music Play Voltage Detection Black (Black) BOKA,Generic,55,Rp56.230,Rp2.249,0.6,,0 out of 5,0,Rp0,23 November 2018
Cute rabbit  FM Radio Support USB AUX   White & Blue,,58,Rp10.000,Rp399,0.6,,3.6 out of 5,12,Rp120.000,19 Juli 2019
Astra 4 Way Fused Power Extension Long Cable  White,Astra,54,Rp7.000.000,Rp388,0.45,From JSB comes the 6 way extension cable with extended functionality of electrical outlets and gives extra reach to electrical cords. It is ideal for indoor power applications and its 13 amp rated. Its keyhole is easy to fix for wall mounting with safety shuttered sockets for protection.This expansion is ideal for you in the event that you have to associate more than one machine when there is only one attachment available.This augmentation permits you to interface numerous apparatus at any time. It has a neon light when powered on. The link length is long over 5 metres which is perfect for a normal room.Order for this Power extension cable at Jumia online and have it delivered right at your doorstep.,3.8 out of 5,5,Rp35.000.000,21 Maret 2018
Sheginel LED Selfie Ring Light  white,Sheginel,42,Rp10.000,Rp650,0.35,Item: selfie ring light,0 out of 5,0,Rp0,5 September 2019
Astra Two 4 Way Socket Extension Cables+ One Free   White,Astra,60,Rp15.000,Rp867,0.42,"This 4 Way Socket Extension Cable is the ideal plug for all your 
electronics devices‎‎. Comes with a 6 Ft cablemaking it long enough for
 homeoffice or school.‎‎‎Made of heat resistant hard ABS plastic making
 withstand overheating.Order this 4 Way Socket Extension Cable today 
from Jumiaat a great affordable price and have it delivered right at 
your doorstep.",3.5 out of 5,39,Rp585.000,27 Juni 2019
Generic Mini Wireless Bluetooth In Ear Earbud Earphone Earpiece Hands free Headphone Headset Invisible Stereo Auriculares V4.1 S530,Generic,11,Rp8.980.000,Rp449,0.5,"





",3.5 out of 5,78,Rp700.440.000,27 Desember 2019
Sayona Subwoofer HiTech Multimedia 3.1 CH Bluetoothfmusb 12000 watts  Black,Sayona,63,Rp370.000,Rp129,0.65,,0 out of 5,0,Rp0,21 September 2019
"Generic 2.7"" Digital Video Camcorder 1080P Camera Black",Generic,89,Rp51.580,Rp2.579,0.5,Package Included:,1 out of 5,1,Rp51.580,21 Mei 2019
Skyworth Universal Tv remote control,Skyworth,87,Rp25.000,Rp18,0.28,This remote control is compatible with both digital and smart Skyworth Tvit operates all functions and commands.Replace your broken or lost Skyworth digital or smart Tv with a new one and easy to use.,2.9 out of 5,9,Rp225.000,6 Juni 2019
Generic Bellamall: Professional Camera Accessories On Camera Video Shotgun Stereo Recording Microphone Mic For DSLR Camera,Generic,95,Rp22.840,Rp1.599,0.3,,3 out of 5,1,Rp22.840,20 November 2019
"Vitron HTC 3246  32""   HD LED Digital TV   (Black).",Vitron,86,Rp200.000,Rp13.999,0.3,,4.3 out of 5,23,Rp4.600.000,24 September 2019
LG LHD677 1000W 4.2Ch DVD Sound Tower Home Theatre System  Black,LG,50,,Rp45.495,,,5 out of 5,1,Rp0,21 November 2018
Bose Soundbar 500 System   Black,Bose,58,Rp1.300.000,Rp102.999,0.21,"





",0 out of 5,0,Rp0,22 Mei 2019
Vitron 24 INCH HTC 2446   Digital LED TV   Black,Vitron,55,Rp119.990,Rp8.498,0.29,,4 out of 5,3,Rp359.970,7 Oktober 2018
Generic Tripods tripod for camera holder cam gorillapod stativ mobile mount tripe stand clip camera tripod for camera and phone,Generic,78,Rp50.250,Rp2.915,0.42,,0 out of 5,0,Rp0,21 April 2019
Sony 1000W DVD HOME THEATRE SYSTEM 5.1CH DAV DZ350,Sony,19,Rp396.000,Rp31,0.22,Exceptionally elegant and stylish this Sony 5.1 Ch. DVD Home Theatre System DAV DZ350 will keep you pinned to your seat for hours. It features a 5.1 channel system and S Master Digital Amplifier for studio like sound and even has a Karaoke feature so you can sing your favourite songs   great for entertaining friends. Order for it online in Kenya today and have Jumia Kenya deliver it right to wherever you may be.,0 out of 5,0,Rp0,13 Juli 2019
Generic 3.5mm Plug Jack To 2 RCA Stereo Audio Cables 1.5M/3.0M/5M 3.5 Male To RCA Male Aux Cable For Mp3 Laptop TV Speaker DVD Amplifier,Generic,38,Rp20.750,Rp1.245,0.4,,0 out of 5,0,Rp0,1 Maret 2019
Generic Car Dashcam Camera Full Hd 1080p ( Stick On Windscreen ),Generic,99,Rp27.000,Rp1.749,0.35,Specification:1.Video recorder2.105 degree A + grade high   resolution wide Angle lens3.The Advanced photography compression technology4.2.4 inch high resolution LCD can watch while shooting5.LED Night vision function6. can customs box and logo on the camera . 7.Support TF memory card up to 32 gb (includedOptionl),4.3 out of 5,8,Rp216.000,22 Mei 2019
Generic 2.7 Inch TFT LCD HD Digital Video Camera Camcorder 16x Zoom DV red,Generic,49,Rp92.600,Rp464,0.5,Features:,0 out of 5,0,Rp0,16 Agustus 2018
Lenovo Lenovo  Headphones IPX5 Waterproof Wireless Sport Earphones,Lenovo,16,Rp21.980,Rp1.691,0.23,This pair of Lenovo earphones is designed for you to enjoy listening to music and receiving calls while doing sports. It sets hands free giving more convenience to your daily life. Why not have a try?  ,0 out of 5,0,Rp0,6 November 2018
Sayona SHT1222 BT  3.1 Channel Subwoofer   16000W PMPO,Sayona,16,,Rp1.086,,,0 out of 5,0,Rp0,28 November 2018
Nikon MH25 Battery charger EN EL15 D7000 D7100 D7200 D7500 D800,Nikon,66,Rp15.000,Rp1.299,0.13,Fit For:Nikon EN EL15 EN EL15A ,4.5 out of 5,4,Rp60.000,2 September 2019
Generic LESHP HD 1080P HDMI to VGA Male to Male Audio Cable Adapter Converter 1.8 M,Generic,55,Rp21.880,Rp736,0.66,,2.5 out of 5,2,Rp43.760,5 November 2018
Royal Sound RS2110 Multimedia Bluetooth Speaker Sub Woofer System  10000W PMPO,Royal Sound,36,Rp80.000,Rp5.499,0.31,,0 out of 5,0,Rp0,17 Oktober 2019
Generic Double Rechargeable Battery + USB Charger Cable Pack for XBOX 360 Wireless Controller EM88( Black),Generic,88,Rp32.530,Rp2.342,0.28,Double Rechargeable Battery + USB Charger Cable Pack for XBOX 360 Wireless Controller EM88,0 out of 5,0,Rp0,4 Mei 2019
Generic Digital to Analog Audio Converter Audio Switch Box Optical,Generic,85,Rp13.020,Rp651,0.5,This Digital to Analog audio converter is designed for either home or professional audio switching. It converts Coaxial or Toslink digital audio signals to analog L/R audio and available for connection to an extenal device such as an amplifier via standard RCA style jacks. This converter is small in size and quite easy to install.,0 out of 5,0,Rp0,10 Januari 2019
Linier TV Guard Plus Free Fridge Guard,Linier,87,Rp20.000,Rp1.299,0.35,,0 out of 5,0,Rp0,6 April 2018
Tonymax 3.1 Channel Hometheater bluetooth Sub Woofer 12000W Bluetooth/USB/SD/FM,Tonymax,89,Rp150.000,Rp6.197,0.59,,4 out of 5,2,Rp300.000,19 April 2019
Generic Bluetooth Speaker FM Radio AUX TF Card Input(Camouflage),Generic,75,,Rp365,,,4.4 out of 5,5,Rp0,29 Juli 2019
Jsb 6 Way Socket Power Extension    with 5m long Cable.,Jsb,42,Rp19.990,Rp1.296,0.35,This 6 Way Socket Extension Cable is the ideal plug for all your electronics. Comes with a 5 metre length cable making it long enough for home office or school. ‎‎‎Made of heat resistant hard ABS plastic which can withstand overheating.,0 out of 5,0,Rp0,22 Oktober 2019
Generic Wireless Mini Keyboard With Mouse Touchpad.,Generic,37,Rp21.000,Rp15,0.29,,0 out of 5,0,Rp0,13 Maret 2019
Generic Digital to Analog Audio Converter Audio Switch Box Optical,Generic,20,Rp12.100,Rp494,0.59,This Digital to Analog audio converter is designed for either home or professional audio switching. It converts Coaxial or Toslink digital audio signals to analog L/R audio and available for connection to an extenal device such as an amplifier via standard RCA style jacks. This converter is small in size and quite easy to install.,5 out of 5,1,Rp12.100,24 November 2018
Generic Octopus Mini Flexible Tripod Mobile Phone Stand,Generic,96,Rp4.990.000,Rp299,0.4,Features:,0 out of 5,0,Rp0,8 Februari 2018
Joc Fm Radio Digital FM Radio And Mp3 Music Player,Joc Fm Radio,31,Rp20.000,Rp698,0.65,Are you looking for a portable digital World radio receiver which is  priced competitively? Then look no further than digital selects music player/f m radio. This f m radio engineered with the cutting edge I C design boasts of clear signal reception and advanced function.,0 out of 5,0,Rp0,9 Januari 2018
Skyworth 32TB7000   32” Smart LED TV  Frameless Design – Black,Skyworth,79,Rp220.000,Rp1.699,0.23,,4.6 out of 5,5,Rp1.100.000,18 November 2018
Omega A 3.1 Ch Hometheater Bluetooth Channel,Omega A,64,Rp220.000,Rp85,0.61,,0 out of 5,0,Rp0,21 Oktober 2019
Generic TWS N9 Sports Earphones Stereo Wire less BT5.0 Earbuds,Generic,50,Rp21.580,Rp1.079,0.5,BT 5.0 technology offers lower powers consumption and stable transmission. ,0 out of 5,0,Rp0,4 September 2019
Generic  1.5m HDMI Cable With Ethernet (Black And Red),Generic,73,Rp4.500.000,Rp248,0.45,,4 out of 5,1,Rp4.500.000,2 Desember 2019
Remote Control GoTV Remote   Black,Remote Control,62,Rp8.000.000,Rp494,0.38,This remote control is compatible with GO TV  decoders and DSTV decoders.It operates all functions and commands. Replace your broken or spoilt decoder remote,0 out of 5,0,Rp0,13 Agustus 2019
"LG 49UM7340PVA 49"" Smart UHD 4K LED TV",LG,21,Rp790.000,Rp57.799,0.27,True Immersion.,4 out of 5,2,Rp1.580.000,11 Mei 2018
Generic FBI Style Interphone In Ear Headset with Lights Air Catheters Earphone Talkabout Mini Radio Walkie 2 Pin Talkie WWD,Generic,36,Rp21.370,Rp748,0.65,,0 out of 5,0,Rp0,28 April 2018
"Generic Portable 4K Ultra HD 16X Zoom 48MP WiFi Digital Video Camera Camcorder DV 3"" Touch Screen With Wide Angle Lens Mic Night Vision LIEGE",Generic,80,Rp610.380,Rp20.999,0.66,,4 out of 5,1,Rp610.380,28 Januari 2018
TAGWOOD LS 421A Multimedia Speaker System.,TAGWOOD,69,Rp52.990,Rp2.999,0.43,,3.8 out of 5,37,Rp1.960.630,10 Januari 2019
Generic Metallic TV Remote Holder   Black,Generic,91,Rp17.000,Rp749,0.56,"

",3.6 out of 5,8,Rp136.000,13 Januari 2019
TAGWOOD MP 631A Multimedia Speaker System 3.1CH :9800W   Black,TAGWOOD,83,Rp89.990,Rp6.499,0.28,This technology allows you to connect the subwoofer to other devices without wires. So you can play your music collection and also amplifier other devices without cable connection.,0 out of 5,0,Rp0,9 September 2018
Skyworth 43” SMART TV NETFLIX WI FI YOUTUBE 43E2A – Black,Skyworth,24,Rp480.000,Rp375,0.22,The ,0 out of 5,0,Rp0,19 Oktober 2018
Syinix Digital Tv remote control,Syinix,42,Rp25.000,Rp1.599,0.36,Replacement remote control for Syinix digital,0 out of 5,0,Rp0,24 November 2019
