nama_barang,merk,stok_barang,harga_lama,harga_baru,discount_percent,description,rating_penjualan,total_terjual,total_pemasukan,tanggal_pembelian
Jbl Live 500BT Blue,Jbl,13,,Rp14.995,,In your world superior sound is essential so slip on a pair of  LIVE400BT wireless on ear headphones. Equipped with massive 40mm drivers  LIVE400BT headphones deliver Signature Sound punctuated with enhanced bass so every track on every playlist pops. Need some help getting through the day? Easily access the Google Assistant or Alexa with a tap on the ear cup and play your favorite playlist text your friend or check the weather and much more without glancing at your phone. But that’s not all. The  LIVE400BT headphones can also keep you in touch with your surroundings thanks to the Ambient Aware function and Talk Thru technology that lets you have a conversation without removing the headphones. Lightweight and comfortable thanks to the pillow soft padded headband you’ll enjoy 24 hours of music streaming with 2 hours of recharging time multipoint connection capabilities and a convenient detachable cable with remote/mic that lets you rock on even when the battery goes off. Rock out while staying tuned in with the LIVE 400BT headphones.,0 out of 5,0,Rp0,2019-10-16
Jsb 6 Way PORT Socket Power Extension Cable 10m long   White,Jsb,63,Rp18.000,Rp145,0.19,This 6 Way Socket Extension Cable is the ideal plug for all your electronics devices‎‎. Comes with a 6 Ft cablemaking it long enough for homeoffice or school.‎‎‎Made of heat resistant hard ABS plastic making withstand overheating.Order this 6 Way Socket Extension Cable today from Jumiaat a great affordable price and have it delivered right at your doorstep.,0 out of 5,0,Rp0,2018-12-20
Generic Q15 Car Bluetooth Fm Modulator Charger,Generic,61,Rp15.000,Rp125,0.17,,0 out of 5,0,Rp0,2018-12-10
Awei  Wireless Bluetooth   Portable Speaker Waterproof,Awei,40,Rp85.000,Rp6.999,0.18,"IPX4 waterproof. This speaker is waterproof so you dont worry about it getting wet during adventure or any activities
With 360 degree surround sound technology Y280 enjoys an impressive power sound
High capacity battery for up to 12 hours of continuous playing time on a full charge.
FM Radio feature. Innovative feature that allows you to listen to local FM radio stations anywhere anytime.
Powerbank Feature. With its 4000mah battery you can full charge your phone or any device.
Y820 has an audio cable with a 3.5mm jack that can be connected to a computer for use as a speaker.
It has a TF card reader so you can also play music with your memory card.
Support TF card APE FLAC MP3 WAV WMV music format support USB sound card can connect two devices at the same time
Portable with its strap you can take in any adventure or any sports activities.
With Aux port that allows you to connect other device. 
Bluetooth Transmission Range: 10m (barrier free space)
Bluetooth AUX Cable Micro SD Card FM Radio",0 out of 5,0,Rp0,2019-2-28
Generic 3.5mm Audio Splitter Cable AUX Stereo 1 Male to 2 Female Headphone Extension Cable Adapter for Smart Phone Tablet PC Laptop other 3.5mm Audio Devices Silver,Generic,36,Rp2.740.000,Rp137,0.5,Audio splitter cable converts a single 3.5mm audio jack to two 3.5mm jacks one male to two female.,0 out of 5,0,Rp0,2018-2-13
Jbl Cinema SB 160,Jbl,38,,Rp29.995,,The Cinema SB160 features 220W system power Dolby Digital Optical and HDMI ARC four powerful full range drivers and comes with a wireless subwoofer. Enjoy impressive balanced sound with extra deep bass for movies and music entertainment.Plus it’s Bluetooth enabled so you can play your favorite music wirelessly from any,0 out of 5,0,Rp0,2019-2-18
Homestar HS 1061 Multimedia Speaker System 3.1CH   Black,Homestar,63,Rp69.890,Rp5.599,0.2,The sub woofer gives you the best quality sound in a neat compact unit. It can be easily arranged to match your living room design and give it a classy look at the same time This sound system is designed for the extreme entertainment lovers to enjoy their amazing music and movies with sound clarity never heard before. Place your order for this amazing sound system from Jumia Kenya and have it delivered to your doorstep at an amazing price.,0 out of 5,0,Rp0,2019-10-24
Royal Sound 2.1CH Subwoofer Mp3  System  10000W Fmusbbt,Royal Sound,78,Rp70.000,Rp39,0.44,,0 out of 5,0,Rp0,2019-4-24
"Skilltech 20T for 15"" to 43""  Tilting Wall Mount Bracket.",Skilltech,88,Rp55.000,Rp979,0.82,Mount your stylish flat screen on the wall and accentuate your space,0 out of 5,0,Rp0,2018-11-13
Promate THUMP On ear Wired Stereo Headset Blue,Promate,45,Rp59.500,Rp1.799,0.7,Thump is equipped with high end open circum aural headphones for outstanding bass and vocal projection. This headset’s light weight design is built tough to ensure that it never loses its shape. The soft foldable headband and sweat resistant ear cups ensures premium comfort without the bulkiness. Passive noise cancellation ensures that you enjoy your favorite track minus the disturbance.,0 out of 5,0,Rp0,2018-1-6
Generic Computer Cable 1080P USB 2.0 HDMI Male To Female Adapter Extender Power Supply Connector Cable for HDTV Male Cable(Black),Generic,48,Rp18.560,Rp1.485,0.2,Description:,0 out of 5,0,Rp0,2019-11-6
Plextone Wireless Bluetooth Headphone 800mAh 8G RAM MP3,Plextone,91,Rp105.000,Rp65,0.38,"Product Features: 
 
 
 1.
 the color burst table asymmetrical round ear shell design unique 
unilateral twist hanging arm structure a strong sense of design 
outbreak 
 
 
 2.support for single loop / order play 
 
 
 3.high fidelity sound quality plenty of resolution full bass 
 
 
 4.support for playback mode: Bluetooth mode (wireless connection mobile music) Bluetooth plus cable free to switch 
 
 
 5.built in 800mAh cobalt lithium ion battery 40% volume environment continuous playback time reached a record 30 hours a day. 
 
  
 
 
 ",0 out of 5,0,Rp0,2018-8-7
Generic BC30 Bluetooth Car Kit MP3 Audio Player FM Transmitter Hands free w/ Mic USB Car Charger Support U Disk Music Play Voltage Detection Black (Black) BOKA,Generic,63,Rp56.230,Rp2.249,0.6,,0 out of 5,0,Rp0,2018-3-23
Sheginel LED Selfie Ring Light  white,Sheginel,23,Rp10.000,Rp650,0.35,Item: selfie ring light,0 out of 5,0,Rp0,2018-10-12
Sayona Subwoofer HiTech Multimedia 3.1 CH Bluetoothfmusb 12000 watts  Black,Sayona,100,Rp370.000,Rp129,0.65,,0 out of 5,0,Rp0,2019-4-16
Bose Soundbar 500 System   Black,Bose,95,Rp1.300.000,Rp102.999,0.21,"





",0 out of 5,0,Rp0,2018-4-9
Generic Tripods tripod for camera holder cam gorillapod stativ mobile mount tripe stand clip camera tripod for camera and phone,Generic,20,Rp50.250,Rp2.915,0.42,,0 out of 5,0,Rp0,2019-10-7
Sony 1000W DVD HOME THEATRE SYSTEM 5.1CH DAV DZ350,Sony,32,Rp396.000,Rp31,0.22,Exceptionally elegant and stylish this Sony 5.1 Ch. DVD Home Theatre System DAV DZ350 will keep you pinned to your seat for hours. It features a 5.1 channel system and S Master Digital Amplifier for studio like sound and even has a Karaoke feature so you can sing your favourite songs   great for entertaining friends. Order for it online in Kenya today and have Jumia Kenya deliver it right to wherever you may be.,0 out of 5,0,Rp0,2018-3-25
Generic 3.5mm Plug Jack To 2 RCA Stereo Audio Cables 1.5M/3.0M/5M 3.5 Male To RCA Male Aux Cable For Mp3 Laptop TV Speaker DVD Amplifier,Generic,63,Rp20.750,Rp1.245,0.4,,0 out of 5,0,Rp0,2019-4-18
Generic 2.7 Inch TFT LCD HD Digital Video Camera Camcorder 16x Zoom DV red,Generic,74,Rp92.600,Rp464,0.5,Features:,0 out of 5,0,Rp0,2019-4-28
Lenovo Lenovo  Headphones IPX5 Waterproof Wireless Sport Earphones,Lenovo,41,Rp21.980,Rp1.691,0.23,This pair of Lenovo earphones is designed for you to enjoy listening to music and receiving calls while doing sports. It sets hands free giving more convenience to your daily life. Why not have a try?  ,0 out of 5,0,Rp0,2019-11-11
Sayona SHT1222 BT  3.1 Channel Subwoofer   16000W PMPO,Sayona,80,,Rp1.086,,,0 out of 5,0,Rp0,2019-9-4
Royal Sound RS2110 Multimedia Bluetooth Speaker Sub Woofer System  10000W PMPO,Royal Sound,68,Rp80.000,Rp5.499,0.31,,0 out of 5,0,Rp0,2019-1-10
Generic Double Rechargeable Battery + USB Charger Cable Pack for XBOX 360 Wireless Controller EM88( Black),Generic,19,Rp32.530,Rp2.342,0.28,Double Rechargeable Battery + USB Charger Cable Pack for XBOX 360 Wireless Controller EM88,0 out of 5,0,Rp0,2018-6-23
Generic Digital to Analog Audio Converter Audio Switch Box Optical,Generic,52,Rp13.020,Rp651,0.5,This Digital to Analog audio converter is designed for either home or professional audio switching. It converts Coaxial or Toslink digital audio signals to analog L/R audio and available for connection to an extenal device such as an amplifier via standard RCA style jacks. This converter is small in size and quite easy to install.,0 out of 5,0,Rp0,2019-7-13
Linier TV Guard Plus Free Fridge Guard,Linier,53,Rp20.000,Rp1.299,0.35,,0 out of 5,0,Rp0,2018-2-26
Jsb 6 Way Socket Power Extension    with 5m long Cable.,Jsb,21,Rp19.990,Rp1.296,0.35,This 6 Way Socket Extension Cable is the ideal plug for all your electronics. Comes with a 5 metre length cable making it long enough for home office or school. ‎‎‎Made of heat resistant hard ABS plastic which can withstand overheating.,0 out of 5,0,Rp0,2018-4-25
Generic Wireless Mini Keyboard With Mouse Touchpad.,Generic,38,Rp21.000,Rp15,0.29,,0 out of 5,0,Rp0,2018-12-26
Generic Octopus Mini Flexible Tripod Mobile Phone Stand,Generic,17,Rp4.990.000,Rp299,0.4,Features:,0 out of 5,0,Rp0,2019-1-9
Joc Fm Radio Digital FM Radio And Mp3 Music Player,Joc Fm Radio,70,Rp20.000,Rp698,0.65,Are you looking for a portable digital World radio receiver which is  priced competitively? Then look no further than digital selects music player/f m radio. This f m radio engineered with the cutting edge I C design boasts of clear signal reception and advanced function.,0 out of 5,0,Rp0,2019-7-4
Omega A 3.1 Ch Hometheater Bluetooth Channel,Omega A,38,Rp220.000,Rp85,0.61,,0 out of 5,0,Rp0,2018-7-18
Generic TWS N9 Sports Earphones Stereo Wire less BT5.0 Earbuds,Generic,85,Rp21.580,Rp1.079,0.5,BT 5.0 technology offers lower powers consumption and stable transmission. ,0 out of 5,0,Rp0,2019-6-25
Remote Control GoTV Remote   Black,Remote Control,92,Rp8.000.000,Rp494,0.38,This remote control is compatible with GO TV  decoders and DSTV decoders.It operates all functions and commands. Replace your broken or spoilt decoder remote,0 out of 5,0,Rp0,2018-1-30
Generic FBI Style Interphone In Ear Headset with Lights Air Catheters Earphone Talkabout Mini Radio Walkie 2 Pin Talkie WWD,Generic,22,Rp21.370,Rp748,0.65,,0 out of 5,0,Rp0,2019-8-25
TAGWOOD MP 631A Multimedia Speaker System 3.1CH :9800W   Black,TAGWOOD,43,Rp89.990,Rp6.499,0.28,This technology allows you to connect the subwoofer to other devices without wires. So you can play your music collection and also amplifier other devices without cable connection.,0 out of 5,0,Rp0,2019-6-4
Skyworth 43” SMART TV NETFLIX WI FI YOUTUBE 43E2A – Black,Skyworth,24,Rp480.000,Rp375,0.22,The ,0 out of 5,0,Rp0,2018-5-15
Syinix Digital Tv remote control,Syinix,67,Rp25.000,Rp1.599,0.36,Replacement remote control for Syinix digital,0 out of 5,0,Rp0,2018-10-18
Sony BDV N9200WL   5.1ch Blu ray 3D Smart Home Theatre System   1200W   White,Sony,97,Rp1.240.000,Rp94.999,0.23,"

",0 out of 5,0,Rp0,2018-12-26
Generic Andoer EY S04 3.5mm 3 Pole TRS Female to 4 Pole TRRS Male 90 Degree Right Angled Microphone Adapter Cable Audio Stereo Mic Converter for iPad iPhone Samsung Huawei Smartphone,Generic,27,Rp1.310.000,Rp101,0.23, Turn camera mic into smartphone mic. 3.5mm connection suitable for a wide brands of smartphone.,0 out of 5,0,Rp0,2018-6-21
Samsung Smart TV Remote Control.,Samsung,78,Rp13.000,Rp700,0.46,"Be less troubled switching your TV channel bu using this remote control.
 it allows you to remotely control your tv at the comfort of your seat.",0 out of 5,0,Rp0,2018-4-12
Generic Womdee [HDTV014] Version TV Antenna Indoor Digital HDTV Antenna Amplified 4K HD VHF UHF Freeview For Life Local Channels Broadcast For All Types Of Home Smart Television (Black) CUIII,Generic,91,Rp37.100,Rp1.427,0.62,The unique Plastic Shell the entire network Silver slurry from the US and all the accessories are all pure coopper to assure the contact loose.,0 out of 5,0,Rp0,2018-10-29
Generic OR 300Mbps Portable Wifi Usb Mini Mobile Exquisitely Designed Wireless Router,Generic,73,Rp8.110.000,Rp431,0.47,Product Safety Disclaimer:,0 out of 5,0,Rp0,2018-9-3
Harman Kardon Onyx Studio 5 Black,Harman Kardon,75,Rp349.950,Rp29.995,0.14,The Harman Kardon Onyx Studio 5’s advanced and distinctive design is expressed through its signature round silhouette premium fabric cover of the speaker enclosure and an integrated aluminum handle for easy portability. Destined to be the best sounding full featured portable Bluetooth speaker in its class the Onyx Studio 5 offers 8 hours of playtime as well as wireless dual sound which wirelessly connect two Harman Kardon Onyx Studio 5 speakers to elevate music listening experience. Commanding attention at every angle the Onyx Studio 5 is an iconic design piece in any home,0 out of 5,0,Rp0,2019-3-31
Homestar Multimedia HI FI Subwoofer Speaker System   Black,Homestar,18,Rp69.900,Rp5.399,0.23,The sub woofer gives you the best quality sound in a neat compact unit. It can be easily arranged to match your living room design and give it a classy look at the same time This sound system is designed for the extreme entertainment lovers to enjoy their amazing music and movies with sound clarity never heard before. Place your order for this amazing sound system from Jumia Kenya and have it delivered to your doorstep at an amazing price.,0 out of 5,0,Rp0,2018-8-20
X96 Mini Android Tv Box  2GB RAM 16GB ROM,X96,63,,Rp56,,"

",0 out of 5,0,Rp0,2018-10-13
Generic 7.9 inch Photo Studio Phone Stand with LED Beauty Ring Light Photography Dimmable Fill in Light Lamp+Tripod For Selfie Live Show,Generic,97,Rp97.630,Rp5.096,0.48,Feature:,0 out of 5,0,Rp0,2019-3-24
Sony Head Phone MDR EX15AP Black,Sony,83,,Rp1.759,,The Black MDR EX15AP Ex Monitor Headphones From Sony Allows You To Play Back Music And Take Calls From Your Portable Device. Its In line Mic And Remote Are Compatible With Sony's Smart Key App For Android Devices Which Allows You To Customize Control Of Your Android Phone. The Headphones Have 9mm Drivers With Neodymium Magnets And Include 3 Pairs Of Silicone E'rbuds  To Provide A Comfortable Fit.Smartphone Playback ControlThe Integrated Microphone And Multi function Control Button Make The  ,0 out of 5,0,Rp0,2019-8-21
Sony DSC W810   Cybershot Digital Camera   20.1MP   6x Optical zoom   Black,Sony,24,Rp199.950,Rp13.195,0.34,"Capture everything from nights out to scenic holiday snaps; the W810 is 
packed with features that make it easy to shoot fun clear photos and HD
 video. Take detailed close ups using 6x optical zoom while Party Mode 
makes it easy to shoot great photos on a night out.  ",0 out of 5,0,Rp0,2018-6-24
Generic Fashion 3M Micro USB MHL To HDMI HDTV Cable Adapter For Android Smart Phone 5/11Pin,Generic,88,Rp12.160,Rp737,0.39,,0 out of 5,0,Rp0,2018-8-9
P47 Bluetooth 5.0 Headphone Music Headset Mem Slot G,P47,83,Rp17.000,Rp898,0.47,,0 out of 5,0,Rp0,2018-12-10
Generic OR 9.5mm Universal SATA 2nd HDD SSD Hard Drive Caddy For CD/DVD ROM Optical Bay black,Generic,64,Rp9.940.000,Rp522,0.47,Product Safety Disclaimer:,0 out of 5,0,Rp0,2018-11-2
Philips SHM1900/00   Over Ear Stereo Headphones   Black,Philips,24,,Rp2.095,, It's all about the bass! Nothing beats the PhilipsOver Ear Stereo Headphones (SHM1900/10) when it comes to the bass sound. Designed with rubberized caps for comfort listening and sensitive microphones for easy control while talking on your mobile phone. Order for,0 out of 5,0,Rp0,2018-5-6
Generic Active DisplayPort to HDMI 4K Adapter Benfei DP to HDMI Ultra HD Converter Male to Female Gold Plated Adapter Supporting Eyefinity,Generic,80,,Rp688,,• DisplayPort v1.1 compliant,0 out of 5,0,Rp0,2019-11-14
"Hisense 40B6000PW 40"" Smart Digital Full HD Digital LED TV   Black",Hisense,76,,Rp30.399,,Upgrade in your lifestyle by buying yourself a Hisense 40 Inch Smart LED TV. As well as offering Full HD Ready support that lets you to watch HD content in life like detail this 40 Inch TV comes with Smart features like a dedicated web browser and popular apps like YouTube and a range of movie on demands services. Playback your stored content directly on the big screen for all to enjoy via a USB device or use it to record TV programmes and even pause live TV.  Order for this Hisense TV online from Jumia Kenya and have it delivered to you.,0 out of 5,0,Rp0,2018-5-17
Generic Android 9.0 Smart TV Box T9 Quad Core 4K Media Player 4GB RAM 32GB/64GB ROM H.265 2.4G/5G WIFI USB 3.0 TVbox Set Top Box,Generic,80, 7852    11255, 3991    5344,0.53,"


 

",0 out of 5,0,#VALUE!,2018-12-25
Generic Andoer 18M 720P HD Digital Camera Video Camcorder with 2pcs,Generic,66,Rp89.800,Rp449,0.5,18M high definition photography and 720P HD video shooting.,0 out of 5,0,Rp0,2019-3-18
Generic HDMI Cable 1.5M + TV Guard,Generic,47,Rp17.500,Rp999,0.43,Buy a TV Guard Voltage Protector Get a FREE 1.5m HDMI cable from Jumia online store and protect your LED/LCD,0 out of 5,0,Rp0,2018-2-21
"MEC 39"" HD LED Digital TV   Black.",MEC,67,Rp250.000,Rp16.945,0.32,"

",0 out of 5,0,Rp0,2019-5-2
Generic Mini Qz0090A1 Dvb T2 Receiver Mpeg4 3D Video Digital 1080P Hd Settop Tv Box black,Generic,30,Rp48.220,Rp2.421,0.5,1.Enjoy full HD1080P TV show at home  convenient and practical.,0 out of 5,0,Rp0,2019-1-9
Generic Vention For Lightning To HDMI Converter For IPhone X XS 8 Plus IOS 1080P HDMI Cable For IPad Support HDTV TV Digital AV Adapter Angle BEF,Generic,10,Rp59.120,Rp236,0.6,. Together with operators they have built more than 1500 networks around the world helping connect more than one third of the world's population. Cooperate with partners to provide open flexible and secure ICT infrastructure platform for end pipe cloud collaboration for government and public institutions finance energy transportation manufacturing and other enterprise customers and promote the digital transformation of the industry; To provide cloud service customers with stable and reliable safe and reliable and sustainable evolution of cloud services. Smart terminals and smartphones are helping people enjoy high quality digital work life and entertainment experiences.,0 out of 5,0,Rp0,2018-5-2
P47 Bluetooth Headphones SUPER BASS   For Music,P47,45,Rp15.000,Rp896,0.4,1.Bluetooth connection: Wireless connection frees you from twisted or kinked cable. Up to 10 meters operation range no need to worry about the disconnection while you are on a move. 2.,0 out of 5,0,Rp0,2019-9-30
Sealey Thermal Infrared Thermometer,Sealey,87,Rp100.000,Rp95,0.05,Detects energy emission in the infrared spectrum and converts reading into a display of temperature. Features laser pointer data hold and auto power off. Temperature is displayed on a large 23mm LCD panel with back lit display for use in low light areas. ,0 out of 5,0,Rp0,2018-9-5
Vitron V361:2.1CH multimediaSpeaker System   4500w,Vitron,58,Rp55.000,Rp39,0.29,,0 out of 5,0,Rp0,2019-9-21
Ampex 301A 2.1  Sound System   Ch 10000W PMPO,Ampex,75,Rp130.000,Rp5.099,0.61,,0 out of 5,0,Rp0,2018-2-7
Mecer UPS Mecer 2KVA Offline UPS,Mecer,42,Rp280.000,Rp27,0.04,,0 out of 5,0,Rp0,2018-8-4
Ampex AX602 10000W Subwoofer System 2.1Ch USB/SD/BT/FM,Ampex,59,Rp150.000,Rp515,0.66,,0 out of 5,0,Rp0,2018-7-25
Jsb Heavy Duty 5way Power Extension Cable White 5 M,Jsb,25,Rp19.990,Rp1.299,0.35,EXTENSION CABLE,0 out of 5,0,Rp0,2018-6-5
Generic Megga Bass Bluetooth Speaker With FMUSB Mem &MIC,Generic,20,Rp19.500,Rp999,0.49,,0 out of 5,0,Rp0,2019-1-2
Mxq MXQ Pro 4K Android Smart TV Box 4 Core 2GB+16GB Internal Memory,Mxq,11,Rp70.000,Rp4.899,0.3,,0 out of 5,0,Rp0,2019-1-17
Generic Andoer 1.5m/5ft USB Dual head Lavalier Lapel Microphone Clip on Omnidirectional Computer Mic for Windows Mac Video Audio Recording,Generic,88,Rp12.970,Rp998,0.23,High fidelity recording system product designed for QQ MSN Skype Youtube karaoke APP and Internet chat and so on.,0 out of 5,0,Rp0,2019-9-25
Celebrat A18 Wireless Bluetooth Headphones with extra bass   Red,Celebrat,70,Rp40.000,Rp3,0.25, stylish and functional wireless headphones with good powerful sound. They are powered by a built in battery which is charged using a USB micro USB cable (cable included).,0 out of 5,0,Rp0,2019-10-24
Generic 500W DC 12V 16V To AC 18V 0 220V 380V DC To AC Inverter Boost Step Up Board Converter Transformer,Generic,45,Rp29.800,Rp149,0.5,Description:,0 out of 5,0,Rp0,2019-3-2
Annov 450BT Wireless Stereo Bluetooth Headphones Red,Annov,56,Rp16.990,Rp1.299,0.24,,0 out of 5,0,Rp0,2018-5-11
Vention 5 in 1 USB Type C Hub Hdmi 4K USB C Hub to Gigabit Ethernet Rj45 Gigabit Ethernet SD/TF Adapter type c for macbook pro hub( ),Vention,32,Rp58.570,Rp4.686,0.2,,0 out of 5,0,Rp0,2019-1-1
Generic Andoer 1.5m/5ft USB Dual head Lavalier Lapel Microphone,Generic,98,Rp14.840,Rp742,0.5,High fidelity recording system product designed for QQ MSN Skype Youtube karaoke APP and Internet chat and so on.,0 out of 5,0,Rp0,2018-7-2
Sony 1000W DVD HOMETHEATRE SYSTEM 5.1CH BLU RAY 3D FULL HD WI FI CONNECTIVITY BLUETOOTH BDV E4100 – Black Brand: Sony  ,Sony,50,Rp652.000,Rp53,0.19,,0 out of 5,0,Rp0,2019-2-13
Synix 32S610   32”   Full HD LED Digital TV + FREE WALL MOUNT,Synix,53,,Rp13.699,,,0 out of 5,0,Rp0,2018-6-22
Generic OR Plug and Play VGA To HDMI Output 1080P HD Audio VGA2 Converter Adapter white,Generic,87,Rp13.820,Rp716,0.48,The standard HDMI output of digital signal can be synchronized only by HDMI cable.,0 out of 5,0,Rp0,2018-1-6
Generic 360 Degree Webcam 12 Megapixel CMOS Web Camera 10X Optocal Zoom Clip On Computer Professional Lens for Laptop Computer for Skype JUN,Generic,66,Rp21.030,Rp1.683,0.2,,0 out of 5,0,Rp0,2019-4-2
"Samsung Nu7300   55""   UHD 4K Curved Smart LED TV   HDR   Black",Samsung,70,Rp1.150.000,Rp935,0.19, ,0 out of 5,0,Rp0,2018-11-17
Generic 1080P Mini Spy Hidden Camera,Generic,83,Rp38.990,Rp309,0.21,,0 out of 5,0,Rp0,2018-10-13
VON Subwoofer 2.1 channel  146 watts,VON,63,Rp155.950,Rp1.375,0.12,Von HA14630BT/VES1462ES,0 out of 5,0,Rp0,2018-2-25
Wster WS 1822 Portable Wireless Speaker MP3 Player & Radio Grey,Wster,11,Rp37.990,Rp2.297,0.4, ,0 out of 5,0,Rp0,2018-4-19
Generic Wireless Bluetooth 4.1 Audio Receiver Music Box Adapter Hands free Car Kit with Microphone AUX Out for Headphone Speaker Car Stereo Home Audio System,Generic,53,Rp4.260.000,Rp323,0.24,The Bluetooth Receiver is specially designed for headphones car stereo systems and home audio system changing the devices without Bluetooth into Bluetooth enabled ones and easy to pair with Bluetooth enabled smart phones laptop tablet etc. With this product you can greatly enjoy music from your phone laptop MP3 and more without the hassle of cables.,0 out of 5,0,Rp0,2019-8-29
Generic 3.5mm Wired Gaming Headset Over Ear Sports Headphones Music Earphones with Microphone In line Control for Smartphones Tablet Laptop Desktop PC,Generic,45,Rp7.740.000,Rp595,0.23,High quality sound with intelligent noise canceling it brings you vivid sound field and shocking sound.,0 out of 5,0,Rp0,2019-11-5
Clubox IC 5201 Speaker System 60W   Black,Clubox,47,Rp46.500,Rp3.595,0.23,"

",0 out of 5,0,Rp0,2019-6-30
Generic USB C Type C to HDMI Adapter USB 3.1 Cable For MHL Android Phone Tablet Black,Generic,13,Rp12.000,Rp610,0.49,1.Small and lightweight easy to used  plug and play.,0 out of 5,0,Rp0,2019-2-21
"Sky 24K600D   24""   Digital LED TV    Black",Sky,75,Rp2.179.990,Rp11.999,0.94,,0 out of 5,0,Rp0,2018-4-29
Andoer Ey S04 3.5Mm 3 Pole Trs Female To 4 Pole Trrs Male,Andoer,20,Rp2.720.000,Rp136,0.5, Turn camera mic into smartphone mic. 3.5mm connection suitable for a wide brands of smartphone.,0 out of 5,0,Rp0,2019-11-11
Baofeng 1Pair (2 Units) BaoFeng BF 888S BF888s BF 888s 16 Channel Walkie Talkie UHF 5W,Baofeng,66,Rp69.230,Rp2.769,0.6,1Pair (2 Units) BaoFeng BF 888S BF888s BF 888s 16 Channel Walkie Talkie UHF 5W,0 out of 5,0,Rp0,2018-8-28
Samsung 43” FULL HD SMART TV ULTRA CLEAN VIEW CONTRAST ENHANCER UA43N5300AK – Black,Samsung,77,Rp510.000,Rp42,0.18,,0 out of 5,0,Rp0,2018-4-7
Generic Mini Smart Phone Projector Cinema Portable Home Use DIY,Generic,63,Rp39.490,Rp171,0.57,Do you want to see a film at home just like be in the cinema? This simple home use projector can achieve it. By projecting the videos or films from your smart phone to wall it makes your house into a small cinema giving you another enjoyment.,0 out of 5,0,Rp0,2018-10-17
Generic Universal Remote Control AKB75095308 For LG TV LED LCD TV,Generic,77,Rp7.520.000,Rp419,0.44,This is an innovative keyboard remote controller AKB75095308 for LG SMART LED LCD TV. Easy to grip small and compact size.,0 out of 5,0,Rp0,2018-5-23
Canon EOS 4000D DSLR Camera and EF S 18 55 mm f/3.5 5.6 III Lens   Black,Canon,73,Rp450.000,Rp306,0.32,,0 out of 5,0,Rp0,2018-6-12
Ampex  Multi Media Sub woofer Speaker System Bluetooth\FM Radio\USB    10000W PMPO,Ampex,75,Rp150.000,Rp55,0.63,,0 out of 5,0,Rp0,2018-2-9
Generic Super Bass Stereo USB2.0 Wired Speaker with USB Cable for Computer PC Laptop Hot By BDZ,Generic,48,Rp44.230,Rp149,0.66,,0 out of 5,0,Rp0,2019-9-2
Generic Fast Phone Charger USB EU Plug Power Adapter Travel Charger Power Adaptor Socket Home Converter Wall Charger For iPhone XR XS Max 8 7 Samsung S8 S9,Generic,100,Rp5.020.000,Rp251,0.5,#NAME?,0 out of 5,0,Rp0,2019-8-7
Clubox IC 5206 Speaker System 40W   Black,Clubox,68,Rp53.000,Rp4.095,0.23,"

",0 out of 5,0,Rp0,2018-5-10
Sony 1000W DVD HOME THEATRE SYSTEM 5.1CH DAV DZ650 ,Sony,68,Rp420.000,Rp378,0.1,,0 out of 5,0,Rp0,2018-10-6
"Generic 2.7"" Digital Video Camcorder 1080P Camera Red",Generic,24,Rp46.420,Rp2.321,0.5,Package Included:,0 out of 5,0,Rp0,2018-7-31
Generic VGA to Video TV Out S Video AV and 3 RCA Female Converter Cable Adapter,Generic,13,Rp6.660.000,Rp362,0.46,Features:,0 out of 5,0,Rp0,2018-3-13
Generic Mini Wireless Speaker Portable 3D Stereo Bluetooth Speaker Sound System Music Surround TF USB Super Bass column acoustic system,Generic,55,Rp19.990,Rp1.039,0.48,"""If you think ourproducts are useful please introduceyour friends to buy themYour 5 StarPositive Feedback is much appreciated!",0 out of 5,0,Rp0,2018-3-13
White &Green Cute Rabbit Radio support FMUSBTF Portable,,16,Rp10.000,Rp399,0.6,,0 out of 5,0,Rp0,2018-1-14
"Generic Wall Mount Bracket B7. 26"" to 55""   Black",Generic,98,,Rp749,,Strong Durable and Quality wall mount Brackets to mount your television ,0 out of 5,0,Rp0,2019-10-30
Glaze 40” HD LED Digital TV   Black,Glaze,16,Rp245.000,Rp17.995,0.27,"

",0 out of 5,0,Rp0,2019-2-23
Generic GoTve Remote Control,Generic,39,Rp9.990.000,Rp495,0.5,This is Generic Platnum   B4 remote control unit works with ds tv & Go tv decoder.The DS tv Remote Control can be used to replace your broken or lost remote control.,0 out of 5,0,Rp0,2018-4-10
Sada SADA D 202 USB Wired Combination Speakers Computer Speakers Bass Stereo Music Player Subwoofer Sound Box for Desktop Laptop Notebook Tablet PC Smart Phone,Sada,81,Rp29.650,Rp2.281,0.23,This set of mini speakers is specially designed for Desktop Laptop Notebook Tablet PC. Its high grade loudspeakers will bring you much wonderful music a super companion for your outdoor activities and daily life.,0 out of 5,0,Rp0,2019-8-22
Generic High Definition Digital TV Indoor Aerial Receiver,Generic,21,Rp15.990,Rp999,0.38,,0 out of 5,0,Rp0,2018-6-3
Ampex SubwooferWireless BLUETOOTHFMSB/USB 8500 Watts,Ampex,67,Rp100.000,Rp39,0.61,The sub woofer gives you the best quality sound in a neat compact unit. It can be easily arranged to match your living room design and give it a classy look at the same timeIt brings your living room to life with this stylish sub woofer from ampex. This sound system is designed for the extreme entertainment lovers to enjoy their amazing music and movies with sound clarity never heard before. Place your order for this amazing sound system from Jumia Kenya and have it delivered to your doorstep at an amazing price.,0 out of 5,0,Rp0,2019-3-14
